data,label
"Please do not choose Haystaq for the Redistricting mapping process.
I can’t trust that such a biased company because they are funded by Bernie and Obama
at the national level. Last time when the maps were revealed in about 2012, the IRC did
not listen to valid concerns of community of interest. My own area which is in county
Phoenix and does business heading south along I-17 or Cave Creek Rd or Scottsdale Rd,
the maps called for us to be scooped up and added north in with Yavapai county, totally
opposite of where we live, work, or commute. I fear that Haystaq will also disregard our
communities of interest because of their bias.
Thank you for your consideration,
Cathy Schwanke
Desert Hills area north of Carefree Hwy, North Phoenix.",no_haystaq_bernie_obama#unbiased#other
"My name is Chase piper and I work a blue collar job moving and unloading trucks on a
daily basis. I have lived in Arizona for 5 years now and redistricting is not a political issue.
Having HAYSTAQ, a Bernie sanders consulting firm, makes redistricting political and they
should not be in charge of this.",no_haystaq_bernie_obama#other
Publicize the full source of funding for each of the candidate mapping firms.,other
"It is extremely important to choose the best and most qualified company.  After some
research it appears that NDC Timmons Group would not be the one considering they have
had a problem with legal matters causing re-do's as well as financial harm to some of their
customers.  This alone would disqualify them from consideration.",no_NDC
"I am concerned about you selecting HaystaqDNA as the mapping company. I do not feel
they will be an unbiased mapping option. Have you looked carefully at the backgrounds of
the owners of each of these companies? Please hire another option.",no_haystaq_bernie_obama#unbiased
"NO on Obama and Bernie data company.  So wrong, these two represent the left radical
base.  Lets keep this Conservative and American.",no_haystaq_bernie_obama
"Agenda #8
1. Is there a similarly conservative/republican group that we are using that is as partisan
as the left-wing Haystaq group?
2. How much money is Haystaq subsidizing for future elections for the present
councilmembers?
3a. ""To advance these pertinent issues"" was the reason for why the public was not
allowed to be informed or present. What about allowing transparency to the public would
hinder these issues?
3b. Is the voting power of the public what the hindering factor of the council?
The vice chair mentioned that he was apologetic that the public could not have been privy
to the election process. As a member of the public, so are we.",other
"The individuals who do redistricting should not repeat not be associated with the
Democratic or Republican parties. Putting the party that is currently in government control
in charge of redistricting is a blatant abuse of power. Redistricting should be based solely
on the data and it should follow logical and non-partisan-strategized processes. This
board should take a stand and become the first board to do redistricting right, without
gerrymandering, without playing political volleyball, without bowing down to the oligarchy.
Hold up your standards to the vowels you took when you were elected to office. Start
working for the people, in the best interest of the people, and not for your political gains
and self interests.",other
"LOL give you a little bit of trust?? We the people DEMAND that obama(not a citizen of
USA) and bernies firm should NOT be considered for this job. My question is WHY are
they being considered? $$$. and why did you not do the interviews for the public to see
and hear? WE pay the taxes. You know exactly what is going on. it's biased and sick.
There are PLENTY of firms that are not biased.",other#no_haystaq_bernie_obama#unbiased
"My name is Austin Smith and I'm 5th generation Arizonan. I grew up all over the state and
know the place very well. Bernie Sanders consulting group should NOT be involved in
drawing our maps. Consulting groups have an implicit bias already and Bernie's group is
way too political and left leaning to be in charge of an independent commission.",no_haystaq_bernie_obama#unbiased
"Please do not chose the firm of Haystaq, the Obama and Bernie’s data company to
manage map creation for redistricting. This is not appropriate or correct to use this
company.",no_haystaq_bernie_obama
NO HAYSTAQ  redistricting should be unbiased  Strongly oppose Haystaq,no_haystaq_bernie_obama#unbiased
"My name is Rick Todd. I have lived in Arizona for 21 years. I moved from Washington D.
C. and found the living in a red state is a place I want to stay. Moving from a place like D.
C  will show you why we want to keep AZ red",other
"I strongly
encourage
you to NOT
choose the
very partisan
mapping
consultant
company
HaystaqDNA.
They may
have
answered the
interview
questions
well, but I do
not trust them
to be fair.
Please be responsible to ALL residents of Arizona. HaystaqDNA is very partisan, openly
representing democrats. I do not believe they will be fair in mapping out districts.",no_haystaq_bernie_obama
"This data company Haystaq is biased in that it’s associated with both Obama and Bernie,
and should have nothing to do with Arizona redistricting mapping process.",no_haystaq_bernie_obama#unbiased
"Mapping MUST be done by a completely NEUTRAL ENTITY.  Trust is minimal due to
questionable election integrity & now we could not see interviews of companies being
contemplated. We feel HAYSTAQ is entirely inappropriate due to probable bias and
should be removed from consideration.",no_haystaq_bernie_obama#unbiased
"Arizona residents deserve fair and unbiased redistricting. Please hire The National
Demographics Corporation- Douglas Johnson.",yes_NDC#unbiased
"I am concerned that we are contemplating hiring a mapping company called Haystaq.  We
need to hire a company that is totally unbiased which I understand this company is not.",no_haystaq_bernie_obama#unbiased
